Word,Rank,Frequency 
stoop,5941,22
sets,5942,22
attendant,5943,22
evinced,5944,22
hateful,5945,22
breathed,5946,22
obscure,5947,22
polished,5948,22
projecting,5949,22
clumsy,5950,22
uprightness,5951,22
reported,5952,22
reins,5953,22
surgeon,5954,22
dripping,5955,22
bridge,5956,22
contact,5957,22
invariably,5958,22
murmur,5959,22
cluster,5960,22
kindle,5961,22
whomsoever,5962,22
criminal,5963,22
p,5964,22
canal,5965,22
awhile,5966,22
"...""",5967,22
sweat,5968,22
cain,5969,22
corrupted,5970,22
gomorrah,5971,22
vale,5972,22
hittites,5973,22
concubine,5974,22
dinah,5975,22
habitations,5976,22
myrrh,5977,22
whoredom,5978,22
machir,5979,22
frogs,5980,22
nether,5981,22
thereto,5982,22
liver,5983,22
fellowship,5984,22
swine,5985,22
scales,5986,22
owl,5987,22
tortoise,5988,22
diverse,5989,22
jubile,5990,22
setteth,5991,22
eleventh,5992,22
transgress,5993,22
sinneth,5994,22
og,5995,22
portions,5996,22
gall,5997,22
froward,5998,22
ekron,5999,22
threshold,6000,22
stump,6001,22
nabal,6002,22
faithfulness,6003,22
barrels,6004,22
naboth,6005,22
driver,6006,22
naught,6007,22
zerubbabel,6008,22
weigh,6009,22
forces,6010,22
revolt,6011,22
counsellors,6012,22
published,6013,22
straits,6014,22
groan,6015,22
derision,6016,22
90,6017,22
insomuch,6018,22
145,6019,22
bite,6020,22
weave,6021,22
tyrus,6022,22
strain,6023,22
doctors,6024,22
traitors,6025,22
slaves,6026,22
dome,6027,22
forge,6028,22
fiercely,6029,22
shadowy,6030,22
elsa,6031,22
schools,6032,22
dazzling,6033,22
grin,6034,22
sleepy,6035,22
whiskers,6036,22
element,6037,22
wilkinson,6038,22
average,6039,22
motor,6040,22
hangs,6041,22
strode,6042,22
pious,6043,22
bullet,6044,22
bleeding,6045,22
todd,6046,22
venerable,6047,22
spinning,6048,22
.*,6049,22
halfpenny,6050,22
lakes,6051,22
decks,6052,22
avast,6053,22
nantucketer,6054,22
invested,6055,22
radney,6056,22
odor,6057,22
blacksmith,6058,22
ore,6059,22
ouer,6060,22
giuen,6061,22
crowne,6062,22
vnto,6063,22
lesse,6064,22
houre,6065,22
madnesse,6066,22
recalled,6067,21
november,6068,21
populous,6069,21
flatter,6070,21
county,6071,21
reconciliation,6072,21
scruples,6073,21
spending,6074,21
fortunately,6075,21
privilege,6076,21
owed,6077,21
forwards,6078,21
gratified,6079,21
iv,6080,21
dozen,6081,21
vicarage,6082,21
fairest,6083,21
animation,6084,21
spirited,6085,21
sheet,6086,21
permission,6087,21
placing,6088,21
stirring,6089,21
vigorous,6090,21
suspicious,6091,21
clearer,6092,21
deserts,6093,21
mental,6094,21
charade,6095,21
pomp,6096,21
involuntarily,6097,21
exceed,6098,21
maids,6099,21
forbearance,6100,21
convenience,6101,21
sickly,6102,21
lasted,6103,21
exclamation,6104,21
revived,6105,21
striving,6106,21
maintained,6107,21
sly,6108,21
disdain,6109,21
gravel,6110,21
summons,6111,21
reception,6112,21
extravagant,6113,21
quest,6114,21
pitied,6115,21
inevitably,6116,21
deliberately,6117,21
helping,6118,21
purchased,6119,21
idleness,6120,21
baked,6121,21
gets,6122,21
term,6123,21
reflected,6124,21
attained,6125,21
intellect,6126,21
smells,6127,21
impertinent,6128,21
remembering,6129,21
dreaming,6130,21
dirt,6131,21
rooted,6132,21
slope,6133,21
pastures,6134,21
combined,6135,21
reprove,6136,21
surrounding,6137,21
enlightened,6138,21
articles,6139,21
shops,6140,21
regarding,6141,21
revolving,6142,21
sheweth,6143,21
treason,6144,21
stamped,6145,21
overtook,6146,21
sway,6147,21
poetry,6148,21
subdue,6149,21
knot,6150,21
pierced,6151,21
shelf,6152,21
spell,6153,21
uncommonly,6154,21
drift,6155,21
tumbling,6156,21
forbidden,6157,21
shuddering,6158,21
retreat,6159,21
sheath,6160,21
avenged,6161,21
uncovered,6162,21
gaza,6163,21
67,6164,21
zidon,6165,21
furthermore,6166,21
ithamar,6167,21
elkanah,6168,21
flax,6169,21
openeth,6170,21
manna,6171,21
hewn,6172,21
heaved,6173,21
cloudy,6174,21
woof,6175,21
unrighteousness,6176,21
eliab,6177,21
curses,6178,21
charger,6179,21
83,6180,21
88,6181,21
visitation,6182,21
destroying,6183,21
mightest,6184,21
fleece,6185,21
persecuted,6186,21
magnify,6187,21
ashdod,6188,21
bethshemesh,6189,21
sisera,6190,21
tails,6191,21
tow,6192,21
naomi,6193,21
joel,6194,21
kish,6195,21
achish,6196,21
mire,6197,21
builders,6198,21
obadiah,6199,21
corpses,6200,21
husbandmen,6201,21
joppa,6202,21
supplications,6203,21
hissing,6204,21
shushan,6205,21
manifold,6206,21
assault,6207,21
redeemer,6208,21
116,6209,21
147,6210,21
deaths,6211,21
drag,6212,21
esaias,6213,21
centurion,6214,21
plough,6215,21
lazarus,6216,21
regions,6217,21
superstitious,6218,21
italy,6219,21
tremendous,6220,21
dived,6221,21
wits,6222,21
din,6223,21
bubbles,6224,21
sleepers,6225,21
blazing,6226,21
caw,6227,21
pie,6228,21
philosopher,6229,21
railway,6230,21
mob,6231,21
uplifted,6232,21
lunatic,6233,21
scotch,6234,21
ideal,6235,21
machinery,6236,21
apparition,6237,21
squall,6238,21
tobacco,6239,21
races,6240,21
imperial,6241,21
flashing,6242,21
renard,6243,21
heaving,6244,21
orbs,6245,21
yon,6246,21
brian,6247,21
montem,6248,21
tides,6249,21
limitless,6250,21
rapt,6251,21
blest,6252,21
pleas,6253,21
cas,6254,21
neere,6255,21
seeme,6256,21
yong,6257,21
guild,6258,21
cawdor,6259,21
eidolons,6260,21
awoke,6261,20
origin,6262,20
selfishness,6263,20
exertions,6264,20
endeavouring,6265,20
bargain,6266,20
schemes,6267,20
determination,6268,20
liking,6269,20
professed,6270,20
wholesome,6271,20
basin,6272,20
inviting,6273,20
youthful,6274,20
entertaining,6275,20
feature,6276,20
conquered,6277,20
flattery,6278,20
personally,6279,20
proofs,6280,20
promising,6281,20
announcing,6282,20
lent,6283,20
chat,6284,20
farthest,6285,20
twelvemonth,6286,20
declining,6287,20
beaming,6288,20
amiss,6289,20
glanced,6290,20
speeches,6291,20
relative,6292,20
avoided,6293,20
stooping,6294,20
terribly,6295,20
article,6296,20
guarded,6297,20
arrangements,6298,20
suggestion,6299,20
solemnity,6300,20
promote,6301,20
apartment,6302,20
saturday,6303,20
spencer,6304,20
hawkins,6305,20
series,6306,20
downstairs,6307,20
hay,6308,20
fashionable,6309,20
critical,6310,20
elderly,6311,20
february,6312,20
blooming,6313,20
abundant,6314,20
questioned,6315,20
reproached,6316,20
wrist,6317,20
remainder,6318,20
fraud,6319,20
latest,6320,20
departure,6321,20
timid,6322,20
flowed,6323,20
summoned,6324,20
mentioning,6325,20
eminent,6326,20
gestures,6327,20
significant,6328,20
terrified,6329,20
tempting,6330,20
distrust,6331,20
sting,6332,20
eventually,6333,20
blossom,6334,20
travelled,6335,20
shan,6336,20
darling,6337,20
irrational,6338,20
consented,6339,20
ruined,6340,20
meets,6341,20
brick,6342,20
whispers,6343,20
fits,6344,20
humility,6345,20
ornament,6346,20
neighbouring,6347,20
journeys,6348,20
lesser,6349,20
wrinkles,6350,20
hastened,6351,20
newspapers,6352,20
squares,6353,20
clothe,6354,20
collar,6355,20
appointment,6356,20
sunny,6357,20
cliffs,6358,20
fragments,6359,20
lodging,6360,20
pins,6361,20
luckily,6362,20
spots,6363,20
noises,6364,20
stealing,6365,20
obviously,6366,20
bowing,6367,20
hypocrite,6368,20
dispute,6369,20
procured,6370,20
celebrated,6371,20
faithfully,6372,20
inform,6373,20
alleged,6374,20
pillow,6375,20
stocks,6376,20
interrupt,6377,20
forenoon,6378,20
unspeakable,6379,20
labor,6380,20
haran,6381,20
heifer,6382,20
hearth,6383,20
gat,6384,20
communed,6385,20
syrian,6386,20
nadab,6387,20
locusts,6388,20
bunch,6389,20
tip,6390,20
oven,6391,20
toes,6392,20
leper,6393,20
deals,6394,20
blasphemed,6395,20
entereth,6396,20
81,6397,20
86,6398,20
belongeth,6399,20
bees,6400,20
dwellest,6401,20
tokens,6402,20
brim,6403,20
breaches,6404,20
saluted,6405,20
highway,6406,20
helmet,6407,20
obededom,6408,20
seraiah,6409,20
beards,6410,20
coal,6411,20
ahithophel,6412,20
foolishness,6413,20
feareth,6414,20
ahijah,6415,20
abijah,6416,20
eighteenth,6417,20
eunuchs,6418,20
ahikam,6419,20
nethaniah,6420,20
devices,6421,20
bud,6422,20
transgressors,6423,20
115,6424,20
132,6425,20
skirts,6426,20
rags,6427,20
preacher,6428,20
embracing,6429,20
assyrian,6430,20
tumultuous,6431,20
piercing,6432,20
descent,6433,20
spectacle,6434,20
bottomless,6435,20
rosy,6436,20
tub,6437,20
flapping,6438,20
ray,6439,20
mildly,6440,20
whistling,6441,20
raspberries,6442,20
stillness,6443,20
editor,6444,20
deity,6445,20
thrusting,6446,20
simultaneously,6447,20
mystical,6448,20
strained,6449,20
towering,6450,20
steering,6451,20
balloon,6452,20
scarf,6453,20
arched,6454,20
customary,6455,20
echoes,6456,20
washington,6457,20
radiant,6458,20
quaker,6459,20
phantoms,6460,20
paumanok,6461,20
hemp,6462,20
greybeard,6463,20
spouts,6464,20
wharves,6465,20
tomahawk,6466,20
serene,6467,20
casks,6468,20
whalers,6469,20
dat,6470,20
doubloon,6471,20
walke,6472,20
generall,6473,20
vertue,6474,20
helpe,6475,20
dayes,6476,20
winde,6477,20
denmarke,6478,20
polonius,6479,20
graue,6480,20
doct,6481,20
bards,6482,20
interference,6483,19
succeeding,6484,19
prospects,6485,19
stomach,6486,19
establishment,6487,19
scholar,6488,19
acquired,6489,19
graces,6490,19
satisfactory,6491,19
educated,6492,19
insensible,6493,19
mortified,6494,19
repeatedly,6495,19
displeasure,6496,19
blushed,6497,19
v,6498,19
refresh,6499,19
discussion,6500,19
contradict,6501,19
civilities,6502,19
services,6503,19
errors,6504,19
intelligible,6505,19
banished,6506,19
teacher,6507,19
statement,6508,19
allowance,6509,19
studied,6510,19
nursery,6511,19
thankful,6512,19
discerned,6513,19
parent,6514,19
detail,6515,19
ditch,6516,19
exciting,6517,19
bathing,6518,19
attendance,6519,19
labours,6520,19
liable,6521,19
shelter,6522,19
hospitable,6523,19
assented,6524,19
indescribable,6525,19
insulted,6526,19
sighs,6527,19
arguments,6528,19
watering,6529,19
sized,6530,19
inquiring,6531,19
recovery,6532,19
joyfully,6533,19
genuine,6534,19
profits,6535,19
revive,6536,19
relieve,6537,19
folding,6538,19
imprudence,6539,19
gaining,6540,19
submission,6541,19
score,6542,19
forlorn,6543,19
completed,6544,19
subsequent,6545,19
suckling,6546,19
commend,6547,19
eligible,6548,19
protection,6549,19
contents,6550,19
spoon,6551,19
lined,6552,19
blinded,6553,19
closing,6554,19
horrors,6555,19
intolerable,6556,19
rouse,6557,19
scornful,6558,19
resuming,6559,19
utterance,6560,19
recently,6561,19
foolishly,6562,19
palpable,6563,19
fancies,6564,19
yearly,6565,19
spine,6566,19
enthusiasm,6567,19
barns,6568,19
cherish,6569,19
cliff,6570,19
reduced,6571,19
chairs,6572,19
groups,6573,19
revolution,6574,19
middletons,6575,19
passages,6576,19
aim,6577,19
invented,6578,19
brush,6579,19
troop,6580,19
conspicuous,6581,19
trades,6582,19
turf,6583,19
languages,6584,19
porter,6585,19
backwards,6586,19
sooth,6587,19
healing,6588,19
morton,6589,19
infants,6590,19
uproar,6591,19
spotted,6592,19
testament,6593,19
selfsame,6594,19
morsel,6595,19
brimstone,6596,19
moabites,6597,19
maachah,6598,19
concubines,6599,19
intreated,6600,19
zerah,6601,19
dukes,6602,19
roughly,6603,19
almonds,6604,19
bondmen,6605,19
faileth,6606,19
stubble,6607,19
overthrown,6608,19
fifteenth,6609,19
covetousness,6610,19
lightnings,6611,19
whoring,6612,19
plates,6613,19
priesthood,6614,19
reared,6615,19
hawk,6616,19
burneth,6617,19
profaned,6618,19
committeth,6619,19
celebrate,6620,19
kinsman,6621,19
moist,6622,19
rites,6623,19
similitude,6624,19
slayer,6625,19
dragons,6626,19
hazor,6627,19
baalim,6628,19
petition,6629,19
speakest,6630,19
climbed,6631,19
musick,6632,19
bracelet,6633,19
bolt,6634,19
ramothgilead,6635,19
floats,6636,19
warriors,6637,19
amon,6638,19
snowy,6639,19
leaders,6640,19
blackness,6641,19
layeth,6642,19
clap,6643,19
despiseth,6644,19
irons,6645,19
potter,6646,19
godly,6647,19
hammers,6648,19
91,6649,19
92,6650,19
attain,6651,19
muse,6652,19
toss,6653,19
commotion,6654,19
rattling,6655,19
waked,6656,19
legions,6657,19
traitor,6658,19
greeks,6659,19
antioch,6660,19
perilous,6661,19
omnipotent,6662,19
steed,6663,19
glistening,6664,19
snap,6665,19
startling,6666,19
shouts,6667,19
perch,6668,19
swarming,6669,19
faintly,6670,19
legend,6671,19
silvery,6672,19
vivid,6673,19
daresay,6674,19
sternly,6675,19
idiot,6676,19
fantastic,6677,19
fog,6678,19
grimly,6679,19
physical,6680,19
murderous,6681,19
comic,6682,19
heroic,6683,19
daybreak,6684,19
load,6685,19
horizontal,6686,19
colossal,6687,19
virginia,6688,19
noiseless,6689,19
signor,6690,19
amorous,6691,19
victor,6692,19
canoe,6693,19
putnam,6694,19
lilac,6695,19
veins,6696,19
ryan,6697,19
resina,6698,19
spermaceti,6699,19
mariner,6700,19
whaler,6701,19
seeke,6702,19
newes,6703,19
heauens,6704,19
knowne,6705,19
betweene,6706,19
messa,6707,19
attach,6708,18
amuse,6709,18
constitution,6710,18
connexions,6711,18
surprising,6712,18
borrowed,6713,18
rumour,6714,18
recommendation,6715,18
entitled,6716,18
holiday,6717,18
engaging,6718,18
shy,6719,18
admiring,6720,18
attentively,6721,18
designs,6722,18
downright,6723,18
model,6724,18
destiny,6725,18
sofa,6726,18
suspecting,6727,18
assurances,6728,18
apologies,6729,18
entertain,6730,18
contradiction,6731,18
avail,6732,18
reverse,6733,18
reigns,6734,18
pre,6735,18
charitable,6736,18
proprietor,6737,18
trifling,6738,18
cordiality,6739,18
disengaged,6740,18
september,6741,18
weymouth,6742,18
quarrelled,6743,18
praising,6744,18
stake,6745,18
division,6746,18
employments,6747,18
saddle,6748,18
sanguine,6749,18
earnestness,6750,18
accommodation,6751,18
declaring,6752,18
acknowledging,6753,18
witnessed,6754,18
emotions,6755,18
commands,6756,18
opposed,6757,18
caps,6758,18
formal,6759,18
exhausted,6760,18
nod,6761,18
cheap,6762,18
blot,6763,18
bewildered,6764,18
library,6765,18
objections,6766,18
sunshine,6767,18
enlarged,6768,18
sack,6769,18
magnificent,6770,18
embarrassed,6771,18
incapable,6772,18
behalf,6773,18
exert,6774,18
accustomed,6775,18
enmity,6776,18
astonishing,6777,18
expedition,6778,18
dispose,6779,18
mend,6780,18
concealment,6781,18
stores,6782,18
donkey,6783,18
viewed,6784,18
carelessly,6785,18
earliest,6786,18
derived,6787,18
communicate,6788,18
worldly,6789,18
pained,6790,18
foretold,6791,18
eccentric,6792,18
stays,6793,18
adopted,6794,18
inhabit,6795,18
exclamations,6796,18
idly,6797,18
possessions,6798,18
harvilles,6799,18
readers,6800,18
renew,6801,18
intend,6802,18
painting,6803,18
glories,6804,18
barrel,6805,18
ecstatic,6806,18
allenham,6807,18
theme,6808,18
rider,6809,18
stubborn,6810,18
withhold,6811,18
lanes,6812,18
befallen,6813,18
torture,6814,18
"',",6815,18
olives,6816,18
withdrew,6817,18
tending,6818,18
martha,6819,18
cats,6820,18
circuit,6821,18
wanton,6822,18
temperate,6823,18
unawares,6824,18
watered,6825,18
shem,6826,18
perizzites,6827,18
current,6828,18
fatness,6829,18
favoured,6830,18
succoth,6831,18
stalk,6832,18
laden,6833,18
hezron,6834,18
gershon,6835,18
couch,6836,18
groaning,6837,18
thunders,6838,18
raw,6839,18
dip,6840,18
miriam,6841,18
alien,6842,18
basons,6843,18
devouring,6844,18
shewbread,6845,18
hangings,6846,18
